category,itemId,parentCategory,title,imageUrl,itemHashint64,upc,modifiedDate,createdDate,department,popularityIndex,brand,isActive
PACKAGED FASTENERS,71626,FASTENERS,0.25 oz CD Strip Out,http://images.example.com/product/converted/008236/008236796865.jpg,53195614171526976,008236796865,2013-02-08 10:12:00,2013-01-23 01:56:04,HARDWARE,NULL,The Hillman Group,0
PAINT - WATERPROOFING,41339,UTILITY PAINT,10.5 oz Gray Latex Specialty Caulk,http://images.example.com/product/converted/079941/079941305079.jpg,53201535906482069,079941305079,2013-02-08 10:11:34,2013-01-23 01:53:49,PAINT,NULL,DRYLOK,0
WINDOWS-VINYL-THERMASTAR WEST,53558,WINDOWS,24-in x 24-in 10 Series Sliding Window,http://images.example.com/product/converted/724475/724475270712.jpg,53230443236538578,724475270712,2013-02-08 10:11:50,2013-01-23 01:54:44,MILLWORK,NULL,ThermaStar by Pella,0
BULK ROPE,66427,"ROPE, CHAIN & TIEDOWNS",BULK TWIST POLY 5/8 X 200 FPB5,http://images.example.com/product/converted/000000/000000000000.jpg,53231637879913886,071514070230,2013-02-08 10:11:56,2013-01-23 01:55:38,HARDWARE,NULL,Lehigh,0
PLUMBING - PVC PRESSURE FTGS SCH80,65125,FITTINGS,1-1/4-in dia. PVC Sch 80 Tee,http://images.example.com/product/converted/025528/025528170363.jpg,53241667438382721,025528170363,2013-02-08 10:11:56,2013-01-23 01:55:33,ROUGH PLUMBING,NULL,LASCO,0
PLUMBING-BRASS & PLASTIC FITTINGS,91352,PLUMBING REPAIR SUPPLIES,"1/4"" x 2-1/2"" Lead Free Brass Pipe Nipple",http://images.example.com/product/converted/042805/042805446461.jpg,53245325115023366,042805446461,2013-02-08 10:12:10,2013-01-23 01:57:23,ROUGH PLUMBING,NULL,Watts,0
MISCELLANEOUS FAUCET REPAIR,130039,FAUCET/TOILET/SINK/MISC REPAIR,MOEN CARTRIDGE PULLER,http://images.example.com/product/converted/000000/000000000000.jpg,53255400891092960,026508074589,2013-02-08 10:09:35,2013-01-23 01:59:47,ROUGH PLUMBING,NULL,Moen,0
CAST IRON PIPE AND FITTINGS,160931,PIPE,"NO HUB FITTING -  P TRAP  4""",http://images.example.com/product/converted/000000/000000000000.jpg,53265208464878634,611918019130,2013-02-08 10:09:48,2013-01-23 02:01:44,ROUGH PLUMBING,NULL,AMERICAN VALVE,0
STANLEY HOME HARDWARE,340061,DOOR & WINDOW HARDWARE,2-Pack 1-1/8-in Antique Brass Steel Horizontal Sliding Window Sash Lifts,http://images.example.com/product/converted/033923/033923849562.jpg,53265554434914424,033923849562,2013-02-08 10:11:02,2013-01-23 02:11:37,HARDWARE,NULL,Gatehouse,0
LAWN & GARDEN - TRACTORS,422556,RIDING MOWERS,Mustang 50 25-HP V-Twin Dual Hydrostatic 50-in Zero-Turn Lawn Mower,http://images.example.com/product/converted/043033/043033562633.jpg,53269030159697105,043033562633,2013-02-08 10:11:37,2013-01-23 02:16:29,OUTDOOR POWER EQUIPMENT,NULL,Troy-Bilt XP,0
KOBALT EXTREME ACCESS,158109,HAND TOOLS,1/2-in Drive Xtreme Access Universal Spline Socket,http://images.example.com/product/converted/099198/099198868936.jpg,53274293282515693,099198868936,2013-02-08 10:09:47,2013-01-23 02:01:34,TOOLS,NULL,Kobalt,0
RUGS - PROMO BUYS,260179,RUGS,23X32 SAN DIEGO STATE MAT,http://images.example.com/product/converted/000000/000000000000.jpg,53275593969980467,015961388272,2013-02-08 10:10:27,2013-01-23 02:07:05,WIND/WALLS,NULL,Milliken,0
LIVE NURSERY-PERENNIALS,386369,"ANNUALS, PERENNIALS & VEGETABLES",2.87-Quart Daylily (L5786),http://images.example.com/product/converted/768968/768968518240.jpg,53285688760594177,768968518240,2013-02-08 10:11:24,2013-01-23 02:14:40,NURSERY & GARDENING,NULL,Unbranded,0
AMEROCK CABINET HARDWARE,300901,CABINET HARDWARE,3-in Center-to-Center Satin Nickel Rochdale Cup Cabinet Pull,http://images.example.com/product/converted/026634/026634169197.jpg,53310630098495092,026634169197,2013-02-08 10:10:42,2013-01-23 02:08:46,HARDWARE,NULL,Amerock,0
PREFINISHED MOULDING - LP,171638,MOULDINGS,1/2-in x 5/8-in x 8-ft Mahogany Quarter Round Moulding,http://images.example.com/product/converted/765096/765096982684.jpg,53321760398379404,765096982684,2013-02-08 10:09:53,2013-01-23 02:02:24,MILLWORK,NULL,Unbranded,0
STOCK BUILT-INS - FRIGIDAIRE,135369,STOCK WALL OVENS & COOKTOPS,30-in Electric Cooktop (Stainless),http://images.example.com/product/converted/057112/057112990156.jpg,53330087977804560,057112990156,2013-02-08 10:09:37,2013-01-23 02:00:04,APPLIANCES,NULL,Frigidaire,0
WALL BASE,16394,STOCK VINYL FLOOR COVERING,"4""W x 20'L White Wall Base",http://images.example.com/product/converted/043374/043374932034.jpg,53331940647676609,043374932034,2013-02-08 10:09:50,2013-01-23 01:51:50,FLOORING,NULL,M-D Building Products,0
ELECTRICAL TOOLS,12290,ELECTRICAL TOOLS,32 oz White Wire Pulling Lubricant,http://images.example.com/product/converted/032076/032076790066.jpg,53341124782114478,032076790066,2013-02-08 10:09:33,2013-01-23 01:51:33,TOOLS,NULL,Gardner Bender,0
UNDERGROUND FEEDER (UF) CABLE,70402,ELECTRICAL CABLE,6 AWG UF Underground Feeder (By-the-Foot),http://images.example.com/product/converted/032886/032886666254.jpg,53343690119040090,032886666254,2013-02-08 10:11:59,2013-01-23 01:55:58,ROUGH ELECTRICAL,NULL,Southwire,0
FREESTAND ELECTRIC RANGES - MAYTAG,275740,FREE STANDING RANGES,30-in Smooth Surface Freestanding 5-Element 5.3 cu ft Electric Range (Stainless Steel),http://images.example.com/product/converted/883049/883049224169.jpg,53350495271851118,883049224169,2013-02-08 10:10:33,2013-01-23 02:07:41,APPLIANCES,NULL,Maytag,0
INDOOR FLOODS,89375,LIGHT BULBS,50-Watt MR16 Bright White Halogen Flood Light Bulb,http://images.example.com/product/converted/043168/043168646727.jpg,53353103175149881,043168646727,2013-02-08 10:12:09,2013-01-23 01:57:16,LIGHTING,NULL,GE,0
VALSPAR BRUSHING ENAMELS,277763,SPRAYS & ENAMELS,237MLTREMCLAD GLOSS BLACK,http://images.example.com/product/converted/000000/000000000000.jpg,53362413288878457,063213000403,2013-02-08 10:10:34,2013-01-23 02:07:45,PAINT,NULL,Rust-Oleum,0
KOBALT DRIVE SOCKETS,14525,HAND TOOLS,1/2-in Drive 1-1/8-in Driver Socket,http://images.example.com/product/converted/082171/082171226007.jpg,53365671177278845,082171226007,2013-02-08 10:09:42,2013-01-23 01:51:42,TOOLS,NULL,Kobalt,0
SPORTS KEYS & ACCESSORIES,222186,LOCKSETS,#68 NFL Philadelphia Eagles Key Blank,http://images.example.com/product/converted/736511/736511410365.jpg,53373980485256115,736511410365,2013-02-08 10:10:11,2013-01-23 02:05:01,HARDWARE,NULL,Fanatix,0
RUGS - PROMO BUYS,375359,RUGS,Majestic 5-ft 3-in x 7-ft 6-in Beige Floral Area Rug,http://images.example.com/product/converted/683726/683726451808.jpg,53375229561822003,683726451808,2013-02-08 10:11:19,2013-01-23 02:14:02,WIND/WALLS,NULL,Safavieh,0
MOULDING - PRECUT LENGTHS,68566,MOULDINGS,"6-1/8"" x 8' Stain Grade Red Oak Bar Rail",http://images.example.com/product/converted/096223/096223188113.jpg,53384661139107268,096223188113,2013-02-08 10:11:58,2013-01-23 01:55:48,MILLWORK,NULL,EverTrue,0
LIVE NURSERY-LANDSCAPE TROPICALS,372697,SHRUBS/TREES,3-Gallon Mixed Hybrid Bougainvillea (L5710),http://images.example.com/product/converted/000000/000000000000.jpg,53401803154541515,783975608555,2013-02-08 10:11:17,2013-01-23 02:13:49,NURSERY & GARDENING,NULL,Unbranded,0
PLUMBING-P/F - PVC DWV FTGS.,23360,FITTINGS,2-in Dia 90-Degree PVC Elbow Long Sweep Fitting,http://images.example.com/product/converted/611942/611942033799.jpg,53414196901731032,611942033799,2013-02-08 10:10:16,2013-01-23 01:52:24,ROUGH PLUMBING,NULL,Charlotte Pipe,0
RUST-PREVENTATIVE,45997,SPRAYS & ENAMELS,12 Oz. Espresso Brown Satin Spray Paint,http://images.example.com/product/converted/020066/020066175764.jpg,53436010118637047,020066175764,2013-02-08 10:11:45,2013-01-23 01:54:09,PAINT,NULL,Rust-Oleum,0
ELECTRICAL PLIERS/WRENCHES,35654,ELECTRICAL TOOLS,"MC LNGNSE PLIERS 8"" (307481/227)",http://images.example.com/product/converted/092644/092644710360.jpg,53439320193710739,092644710360,2013-02-08 10:11:10,2013-01-23 01:53:30,TOOLS,NULL,Klein Tools,0
GUTTER ACCESSORIES,430590,GUTTER,"Peel and stick repair patch, seals nearly any leak instantly. Viscous-elastic, non-toxic sealing compound; stays flexible, will not harden dry or crack",http://images.example.com/product/converted/000000/000000000000.jpg,53440645163581084,897864002130,2013-02-08 10:11:40,2013-01-23 02:16:43,BUILDING MATERIALS,NULL,InvisaFlow,0
LIVE NURSERY-LANDSCAPE TROPICALS,86778,SHRUBS/TREES,1.75 GAL IXORA DWARF,http://images.example.com/product/converted/000000/000000000000.jpg,53460877165598857,716946034794,2013-02-08 10:12:08,2013-01-23 01:57:08,NURSERY & GARDENING,NULL,Unbranded,0
TOOLS - LEVELS & SQUARES,121780,HAND TOOLS,Standard Level,http://images.example.com/product/converted/038987/038987224805.jpg,53462640798398651,038987224805,2013-02-08 10:09:33,2013-01-23 01:59:24,TOOLS,NULL,Task Force,0
LIVE NURSERY-SHD & FLR. CONT. TREES,139488,SHRUBS/TREES,2.25 GAL SEEDLING PREMIUM ASRTD,http://images.example.com/product/converted/000000/000000000000.jpg,53468140031977715,719400811733,2013-02-08 10:09:40,2013-01-23 02:00:22,NURSERY & GARDENING,NULL,Unbranded,0
CANISTER VACUUMS,373263,VACUUM CLEANERS,12-Amp CompleteClean Bagless Canister Vacuum Cleaner,http://images.example.com/product/converted/023169/023169126923.jpg,53471726678543544,023169126923,2013-02-08 10:11:17,2013-01-23 02:13:52,APPLIANCES,NULL,Eureka,0
SAFETY EQUIPMENT,298961,SAFETY,Standard Size Detroit Lions NFL Hard Hat,http://images.example.com/product/converted/641817/641817000779.jpg,53472553021341779,641817000779,2013-02-08 10:10:41,2013-01-23 02:08:41,HARDWARE,NULL,MSA Safety Works,0
THREADED ROD & METAL SHAPES,44610,FASTENERS,"0.5""Dia. x 36""L Threaded Rod",http://images.example.com/product/converted/053538/053538106089.jpg,53477240336385790,053538106089,2013-02-08 10:11:43,2013-01-23 01:54:02,HARDWARE,NULL,Steelworks,0
CONVERSATIONAL,92789,PATIO FURNITURE,4-Piece Pardini Patio Conversation Set,http://images.example.com/product/converted/000000/000000000000.jpg,53484884367051388,400000927893,2013-02-08 10:12:11,2013-01-23 01:57:30,OUTDOOR FASHIONS,NULL,Unbranded,0
HEALTHCARE,87480,SAFETY,VISINE ORIGINAL .28OZ,http://images.example.com/product/converted/000000/000000000000.jpg,53488856673171268,074300081489,2013-02-08 10:12:08,2013-01-23 01:57:11,HARDWARE,NULL,Visine,0
LIVE NURSERY-GRASSES&GROUND COVERS,418348,"ANNUALS, PERENNIALS & VEGETABLES",1-Quart Carpet Bugleweed (L16614),http://images.example.com/product/converted/000000/000000000000.jpg,53493523963372763,022532068075,2013-02-08 10:11:35,2013-01-23 02:16:14,NURSERY & GARDENING,NULL,Unbranded,0
ALT FIN TWO HANDLE LAVE CENTERSET,44344,BATH FAUCETS,MOEN GIBSON 2H SRN CS LAV,http://images.example.com/product/converted/000000/000000000000.jpg,53494032364037167,026508237335,2013-02-08 10:11:43,2013-01-23 01:54:01,FASHION PLUMBING,NULL,Moen,0
PAINT-INTERIOR-VALSPAR SIGNATURE C.,338709,INTERIOR PAINTS,3.78L  VAL SIG INT LTX SGL ULT WH,http://images.example.com/product/converted/000000/000000000000.jpg,53513148866461790,042397704741,2013-02-08 10:11:01,2013-01-23 02:11:32,PAINT,NULL,Valspar Signature Colors,0
DECORATIVE WALLPLATES,222794,WALL PLATES & DIMMERS,SINGLE DUPLEX/BRONZ ANTIQUE 64236,http://images.example.com/product/converted/022788/022788642364.jpg,53538981715552756,022788642364,2013-02-08 10:10:11,2013-01-23 02:05:03,ROUGH ELECTRICAL,NULL,Brainerd,0
L & G - GRASS SEED,417161,GRASS SEED,7 lb Rebel Southern Classic TF Fescue Sun and Shade Grass Seed,http://images.example.com/product/converted/021496/021496010328.jpg,53550559381661805,021496010328,2013-02-08 10:11:34,2013-01-23 02:16:06,NURSERY & GARDENING,NULL,Rebel,0
STANLEY EYE BOLTS/SCREW EYES,111899,DOOR & WINDOW HARDWARE,"ZP 14PK 15/16"" M SCREW EYE",http://images.example.com/product/converted/000000/000000000000.jpg,53566579670923517,033923874052,2013-02-08 10:09:29,2013-01-23 01:58:53,HARDWARE,NULL,Stanley-National Hardware,0
CHIMNEY BRUSHES,48438,YEAR ROUND HEATING,"3""Pellet Stove Brush 1/4""",http://images.example.com/product/converted/063467/063467736905.jpg,53576402762144358,063467736905,2013-02-08 10:11:47,2013-01-23 01:54:18,ROUGH PLUMBING,NULL,IMPERIAL,0
UTILITY MOTION,161409,SECURITY LIGHTING & WORK LIGHTS,360-Degree LED Security Motion Flood Security Motion Detector,http://images.example.com/product/converted/805673/805673011236.jpg,53581367740149057,805673011236,2013-02-08 10:09:49,2013-01-23 02:01:46,LIGHTING,NULL,Utilitech,0
RUGS GRIPPER PADS,188336,RUGS,6 x 9 Carpet Cushion,http://images.example.com/product/converted/045113/045113206093.jpg,53583243663609218,045113206093,2013-02-08 10:09:59,2013-01-23 02:03:16,WIND/WALLS,NULL,Nance,0
LAWN & GARDEN - TRACTORS,212440,RIDING MOWERS,"JD Z225 18.5HP B&S 42"" ZTR",http://images.example.com/product/converted/759936/759936713385.jpg,53585410836124103,759936713385,2013-02-08 10:10:07,2013-01-23 02:04:22,OUTDOOR POWER EQUIPMENT,NULL,John Deere,0
LAWN & GARDEN - MOWER PARTS-BLADES,273799,OPE MAINTENANCE / ACCESSORIES,22-in Multipurpose Mower Blades,http://images.example.com/product/converted/085388/085388643759.jpg,53589503740404839,085388643759,2013-02-08 10:10:33,2013-01-23 02:07:36,OUTDOOR POWER EQUIPMENT,NULL,Husqvarna,0
COOPER-PLUGS/CONNECTORS/LOCKING DEV,71299,WIRING DEVICES,15-Amp 125-Volt White 2-Wire Plug,http://images.example.com/product/converted/032664/032664131004.jpg,53591501193672023,032664131004,2013-02-08 10:12:00,2013-01-23 01:56:02,ROUGH ELECTRICAL,NULL,Cooper Wiring Devices,0
WALL ART & DECOR,395447,MIRRORS & ACCENTS,"24""W x 36""H Seascape Prints Wall Art",http://images.example.com/product/converted/000000/000000000000.jpg,53592306002587237,740459643747,2013-02-08 10:11:28,2013-01-23 02:15:10,WIND/WALLS,NULL,Unbranded,0
RUSTOLEUM STAINS,127990,INTERIOR STAINS,1-Quart Sunbleached Wood Stain,http://images.example.com/product/converted/020066/020066207786.jpg,53610110792681738,020066207786,2013-02-08 10:09:35,2013-01-23 01:59:41,PAINT,NULL,Rust-Oleum,0
STAIR PARTS,135928,STAIR PARTS,38-in Stain Grade Red Oak Hampton Baluster,http://images.example.com/product/converted/096223/096223195166.jpg,53613154443357436,096223195166,2013-02-08 10:09:38,2013-01-23 02:00:06,MILLWORK,NULL,EverTrue,0
PLUMBING - ORBIT,442158,IRRIGATION,4-FT ADJUSTABLE MALE NOZZLE,http://images.example.com/product/converted/000000/000000000000.jpg,53621315744239861,046878535299,2013-02-08 10:11:42,2013-01-23 02:17:00,ROUGH PLUMBING,NULL,Orbit,0
MULTI PACKS,259132,DECOR LAMPS,"I/O 4""IVORY CANDLE W/VANILLA SCEN",http://images.example.com/product/converted/000000/000000000000.jpg,53633830465483576,082803001057,2013-02-08 10:10:27,2013-01-23 02:07:04,LIGHTING,NULL,J. Hunt Home,0
SOLAR ENERGY,52644,RENEWABLE ENERGY,100 Watt Power Inverter,http://images.example.com/product/converted/855249/855249002038.jpg,53634229022079203,855249002038,2013-02-08 10:11:49,2013-01-23 01:54:40,ROUGH ELECTRICAL,NULL,GOAL ZERO,0
HARDWARE - DOOR (LOCKS SCHLAGE),320733,LOCKSETS,Plymouth Securekey Bright Brass Residential Single-Lock Door Handleset,http://images.example.com/product/converted/043156/043156178193.jpg,53639485410181860,043156178193,2013-02-08 10:10:50,2013-01-23 02:10:06,HARDWARE,NULL,Schlage,0
HOLIDAY - CAROL TOWNE,354212,TRIM-A-TREE,Johanna's Bakery,http://images.example.com/product/converted/728162/728162152756.jpg,53653633523451899,728162152756,2013-02-08 10:11:08,2013-01-23 02:12:27,OUTDOOR FASHIONS,NULL,Carole Towne,0
HUMIDIFERS & ACCESSORIES,256034,HUMIDIFIERS & ACCESSORIES,1.5-Gallon Tabletop Humidifier,http://images.example.com/product/converted/048894/048894047763.jpg,53675707164446016,048894047763,2013-02-08 10:10:26,2013-01-23 02:06:58,ROUGH PLUMBING,NULL,Holmes,0
SOS BATH SINKS,177220,BATHROOM & PEDESTAL SINKS,SOS CAXTON 19X15 UC LAV W/CLAM,http://images.example.com/product/converted/040688/040688256788.jpg,53681864374175778,040688256788,2013-02-08 10:09:55,2013-01-23 02:02:41,FASHION PLUMBING,NULL,KOHLER,0
SLABS - PINE FRENCH,179323,INTERIOR DOORS,"30""  15 LITE ZINC GLUE CHIP",http://images.example.com/product/converted/000000/000000000000.jpg,53693720050296207,777788663542,2013-02-08 10:09:56,2013-01-23 02:02:47,MILLWORK,NULL,ReliaBilt,0
WALL ART & DECOR,382793,MIRRORS & ACCENTS,Ornaments,http://images.example.com/product/converted/000000/000000000000.jpg,53703955161789167,740459640630,2013-02-08 10:11:22,2013-01-23 02:14:28,WIND/WALLS,NULL,Unbranded,0
TOOLS - SAWS,207570,HAND TOOLS,10-in Junior Hacksaw Frame,http://images.example.com/product/converted/076812/076812501707.jpg,53714766680365627,076812501707,2013-02-08 10:10:05,2013-01-23 02:04:09,TOOLS,NULL,Task Force,0
RODS,388094,CURTAINS/RODS/RINGS/LINERS,"72"" Tension Chrome Curved Adjustable Shower Rod",http://images.example.com/product/converted/073161/073161014285.jpg,53717765504614141,073161014285,2013-02-08 10:11:25,2013-01-23 02:14:47,FASHION PLUMBING,NULL,allen + roth,0
CASTER CUPS,67026,GENERAL HARDWARE,"1-3/4"" Brown Smooth Caster Cup",http://images.example.com/product/converted/074523/074523065327.jpg,53729113739299105,074523065327,2013-02-08 10:11:57,2013-01-23 01:55:41,HARDWARE,NULL,Waxman,0
SANDPAPER,383969,ROTARY TOOLS & ACCESSORIES,30-Pack 120-Grit 5-in W x 5-in L Discs Sandpaper,http://images.example.com/product/converted/051141/051141941806.jpg,53738852038302243,051141941806,2013-02-08 10:11:23,2013-01-23 02:14:32,TOOLS,NULL,3M,0
LAWN & GARDEN BOOKS,308430,BOOKS & MAGAZINES,Your Farm in the City,http://images.example.com/product/converted/978157/9781579128623.jpg,53754361071811523,9781579128623,2013-02-08 10:10:45,2013-01-23 02:09:07,WIND/WALLS,NULL,Unbranded,0
VENTILATION - UNDEREAVE & GABLE,18205,VENTILATORS,"22"" White Vinyl Gable Vent",http://images.example.com/product/converted/080192/080192310200.jpg,53758106425607841,080192310200,2013-02-08 10:09:57,2013-01-23 01:51:57,BUILDING MATERIALS,NULL,Builders Edge,0
SOS SE MOEN LAVATORY & BATH FAUCETS,236302,SOS FAUCETS,Chateau Chrome 1-Handle WaterSense Bathroom Sink Faucet (Drain Included),http://images.example.com/product/converted/026508/026508046210.jpg,53762263102469164,026508046210,2013-02-08 10:10:17,2013-01-23 02:05:42,FASHION PLUMBING,NULL,Moen,0
CABLE STAPLES,319235,ELECTRICAL ACCESSORIES,"9/16X1-1/4 STAPLES,5000/BUCKET",http://images.example.com/product/converted/000000/000000000000.jpg,53762797193258567,781789455556,2013-02-08 10:10:49,2013-01-23 02:09:56,ROUGH ELECTRICAL,NULL,IDEAL,0
CONVERSATIONAL,417971,PATIO FURNITURE,5-Piece Belanore Patio Conversation Set,http://images.example.com/product/converted/400004/400004179717.jpg,53762887518583183,400004179717,2013-02-08 10:11:35,2013-01-23 02:16:09,OUTDOOR FASHIONS,NULL,Unbranded,0
SIEMENS BREAKERS & ACCESSORIES,12650,SWITCH GEAR & ACCESSORIES,Load Center Hub,http://images.example.com/product/converted/783643/783643456068.jpg,53766938521456496,783643456068,2013-02-08 10:09:34,2013-01-23 01:51:34,ROUGH ELECTRICAL,NULL,Siemens,0
"SPECIALTY METRIC, GRADE 5 & 8",136357,FASTENERS,Hex Cap Screws 9/16-12 x 5,http://images.example.com/product/converted/008236/008236706130.jpg,53768485900032238,008236706130,2013-02-08 10:09:38,2013-01-23 02:00:08,HARDWARE,NULL,The Hillman Group,0
NATURAL STONE VANITY TOPS,18601,VANITIES & TOPS,NAT GRANITE WHITE SAMOA S/SPLASH,http://images.example.com/product/converted/000000/000000000000.jpg,53773980427829984,813337001653,2013-02-08 10:09:58,2013-01-23 01:51:59,FASHION PLUMBING,NULL,allen + roth,0
"SOS SE KH TOILETS, BIDETS & URINALS",295849,SOS PLUMBING FIXTURES,"CIMARRON? BOWL,EB",http://images.example.com/product/converted/650531/650531454508.jpg,53780084796344610,650531454508,2013-02-08 10:10:40,2013-01-23 02:08:27,FASHION PLUMBING,NULL,KOHLER,0
2X4 RUGS,325943,RUGS,"2' x 3'4"" Palermo Apple Butter Ivory Accent Rug",http://images.example.com/product/converted/086093/086093271275.jpg,53786055075355986,086093271275,2013-02-08 10:10:52,2013-01-23 02:10:20,WIND/WALLS,NULL,Mohawk Home,0
PAINT-INTERIOR-VALSPAR ULTRA PREM,73065,INTERIOR PAINTS,931ML VAL ULTRA INT/EXT GLS BSE B,http://images.example.com/product/converted/000000/000000000000.jpg,53787098943547082,042397705120,2013-02-08 10:12:01,2013-01-23 01:56:13,PAINT,NULL,Valspar,0
WINDOWS-ALUM-AWP,31522,WINDOWS,"49"" Bronze Mull Bar",http://images.example.com/product/converted/664275/664275342007.jpg,53791194576588122,664275342007,2013-02-08 10:10:47,2013-01-23 01:53:07,MILLWORK,NULL,West Palm,0
MARINE ACCESSORIES,207733,"ROPE, CHAIN & TIEDOWNS",Stainless Steel Universal Snap Hook,http://images.example.com/product/converted/022697/022697002860.jpg,53792407376941246,022697002860,2013-02-08 10:10:06,2013-01-23 02:04:10,HARDWARE,NULL,Attwood,0
FLOWER BULBS - SPRING,60749,FLOWER BULBS,6CT CANNA MIXED,http://images.example.com/product/converted/000000/000000000000.jpg,53804176255203091,080106568420,2013-02-08 10:11:53,2013-01-23 01:55:15,NURSERY & GARDENING,NULL,Garden Club Select,0
PLUMBING-FITTINGS-OUTDOOR DRAIN,21594,FITTINGS,"9"" Grate",http://images.example.com/product/converted/052063/052063909806.jpg,53806195416829816,052063909806,2013-02-08 10:10:08,2013-01-23 01:52:13,ROUGH PLUMBING,NULL,NDS,0
GUTTER - BROWN ALUMINUM,11601,GUTTER,Brown Metal Extension for 2-in x 3-in Downspout,http://images.example.com/product/converted/049821/049821259754.jpg,53816493581991084,049821259754,2013-02-08 10:09:30,2013-01-23 01:51:27,BUILDING MATERIALS,NULL,Amerimax,0
DECORATIVE RAILS,43667,INDOOR FURNITURE,FRICTION PTH BK/NI,http://images.example.com/product/converted/000000/000000000000.jpg,53817842193881551,028295272230,2013-02-08 10:11:42,2013-01-23 01:53:58,SHELVING & HOUSEWARES,NULL,Umbra,0
CUTLER HAMMER PANEL BOXES,46670,SWITCH GEAR & ACCESSORIES,40-Circuit 20-Space 200-Amp Main Breaker Load Center,http://images.example.com/product/converted/782114/782114858639.jpg,53819064528097031,782114858639,2013-02-08 10:11:46,2013-01-23 01:54:11,ROUGH ELECTRICAL,NULL,Eaton,0
CHAINSAW ACCESSORIES,91362,CHAINSAWS & ACCESSORIES,14-in Replacement Saw Chain,http://images.example.com/product/converted/036577/036577000440.jpg,53825915504827946,036577000440,2013-02-08 10:12:10,2013-01-23 01:57:23,OUTDOOR POWER EQUIPMENT,NULL,Oregon,0
SPECIALTY FABRIC ROMAN SHADES,26805,WINDOW TREATMENTS - BLINDS & SHADES,D  DRP35X72 CORDLESS FAB ROMSHADE,http://images.example.com/product/converted/000000/000000000000.jpg,53833824031089356,048037458388,2013-02-08 10:10:30,2013-01-23 01:52:47,WIND/WALLS,NULL,Ambria,0
EVOLUTION SPECIALTY COLLECTION,409619,DECOR LAMPS,25-1/2-in Three-Way Silver Table Lamp with Ivory Shade,http://images.example.com/product/converted/000000/000000000000.jpg,53835050342364956,022011615530,2013-02-08 10:11:33,2013-01-23 02:15:53,LIGHTING,NULL,Catalina,0
ELECTROSTATIC PLEATED AIR FILTERS,154119,AIR FILTERS,Maximum Allergen Reduction 16-in x 30-in x 1-in Electrostatic pleated Air Filter,http://images.example.com/product/converted/051111/051111540695.jpg,53841330790681312,051111540695,2013-02-08 10:09:45,2013-01-23 02:01:18,ROUGH PLUMBING,NULL,Filtrete,0
HARDWARE - DOOR (LOCKS SCHLAGE),176733,LOCKSETS,Orbit Satin Chrome Keyed Entry Door Knob,http://images.example.com/product/converted/043156/043156939879.jpg,53848147415106546,043156939879,2013-02-08 10:09:55,2013-01-23 02:02:40,HARDWARE,NULL,Schlage,0
SOS BATH ACCESSORIES,409764,SOS BATH D?COR,8-1/4-in x 6-1/2-in 5X-1X Magnification Chrome Finish Wall Mount Mirror,http://images.example.com/product/converted/027043/027043099679.jpg,53852684554044942,027043099679,2013-02-08 10:11:33,2013-01-23 02:15:53,FASHION PLUMBING,NULL,Jerdon,0
LIGHT BULBS-DECORATIVE,270190,LIGHT BULBS,2-Pack 25-Watt Soft White Decorative Incandescent Light Bulb,http://images.example.com/product/converted/043168/043168644457.jpg,53859207630765637,043168644457,2013-02-08 10:10:31,2013-01-23 02:07:25,LIGHTING,NULL,GE,0
HARDWARE - DOOR (LOCKS SCHLAGE),76527,LOCKSETS,Orbit SecureKey Satin Chrome Round Residential Keyed Entry Door Knob,http://images.example.com/product/converted/043156/043156194957.jpg,53862020323266713,043156194957,2013-02-08 10:12:02,2013-01-23 01:56:31,HARDWARE,NULL,Schlage,0
BAGGED GOODS,293316,CEMENT & MASONRY,60 lbs Concrete Mix,http://images.example.com/product/converted/764661/764661103608.jpg,53870810832063180,764661103608,2013-02-08 10:10:39,2013-01-23 02:08:19,BUILDING MATERIALS,NULL,Sakrete,0
PLUMBING-TUBULAR DRAINAGE,228273,PLUMBING REPAIR SUPPLIES,"Floor & Ceiling Plate Fits 1-1/4"" Copper",http://images.example.com/product/converted/046224/046224013877.jpg,53875359173245655,046224013877,2013-02-08 10:10:14,2013-01-23 02:05:17,ROUGH PLUMBING,NULL,Keeney Mfg. Co.,0
AUTOMOTIVE CONSUMABLES,322842,"TRUCK, TRAILERS & ACCESSORIES",32 oz 4-Cycle 10W-40 Conventional Engine Oil,http://images.example.com/product/converted/071611/071611936538.jpg,53875481436255318,071611936538,2013-02-08 10:10:52,2013-01-23 02:10:13,HARDWARE,NULL,Pennzoil,0
KEYS - AXXESS,162291,LOCKSETS,HM WACKEY-66(KW1)-FLEUR LY 1 CT,http://images.example.com/product/converted/000000/000000000000.jpg,53876333577325077,736511411959,2013-02-08 10:09:49,2013-01-23 02:01:51,HARDWARE,NULL,The Hillman Group,0
L & G - GRASS SEED,377491,GRASS SEED,3 Lbs. Turf Builder Midwest Bluegrass Grass Seed,http://images.example.com/product/converted/032247/032247178402.jpg,53880914303671472,032247178402,2013-02-08 10:11:20,2013-01-23 02:14:11,NURSERY & GARDENING,NULL,Scotts,0
